user_id,age,is_male
27,2,0.3265683697663864
83,0,0.8877101135728872
100,1,0.8002566135745247
115,0,0.3333488988068954
171,1,0.5281986934984966
196,1,0.1455714645691548
230,2,0.6900908486692676
247,1,0.2772714311722057
386,1,0.514703911794671
389,3,0.3365858650567013
397,1,0.7083740292623512
480,1,0.6210351790846947
486,2,0.15896675003482694
487,2,0.782020820094681
508,0,0.853310752395168
528,1,0.20499222939796127
537,2,0.5245487030508343
592,1,0.7747986059632791
595,2,0.06862531120465927
685,2,0.03443582060495073
686,1,0.7712507427899192
884,1,0.5866676120636362
906,2,0.7138348137995494
933,1,0.5138472314274828
1015,1,0.4293907765671148
1022,3,0.22511991482908986
1029,1,0.028527060642844233
1088,2,0.9844554020026134
1177,1,0.4684169456980138
1188,2,0.09131003973167989
1193,4,0.4351345806359342
1212,4,0.6587786041112154
1216,2,0.4061096581134569
1226,1,0.9641134372495074
1265,1,0.8265621276561658
1298,2,0.33798290317894386
1309,1,0.49333405264859287
1334,3,0.5248932503839316
1343,1,0.2645294674044415
1389,1,0.42716130730116264
1403,1,0.18809969114635916
1408,1,0.4458058887552004
1428,1,0.15182746651415815
1444,2,0.47356382266156166
1487,1,0.8268493517429962
1491,1,0.1270418793166353
1516,1,0.518878084520652
1518,2,0.5150020657754443
1559,2,0.48981755014947914
1564,2,0.6394311049806644
1606,2,0.7411627544691286
1613,1,0.3667421100621239
1617,1,0.2813426935840386
1623,1,0.8031004046496416
1661,1,0.4873072844190519
1708,2,0.5086876457807358
1737,1,0.2492232063600774
1753,2,0.44920022626819844
1785,1,0.38210182111446317
1812,2,0.5656546972392404
1953,1,0.5004267055874622
1968,2,0.4795238375446572
1972,1,0.45676507161363966
1980,1,0.4828565737877039
2117,0,0.2788001107599303
2153,1,0.4422690406375136
2282,1,0.04901679533579514
2293,1,0.9987515313910438
2333,2,0.5339312438712899
2351,2,0.8166903440454069
2361,1,0.47784089135486224
2373,2,0.5141155628865349
2388,0,0.9598939957416371
2437,0,0.8822737919926398
2439,1,0.3969286132409879
2453,1,0.22047831450846275
2461,2,0.9231757171566654
2529,2,0.9877186260093681
2572,1,0.22889522384603622
2590,1,0.13912719845094954
2608,2,0.2626258283940517
2627,2,0.5000152764147937
2662,0,0.20522660747070023
2690,1,0.3507839150245815
2706,1,0.6263584616451098
2732,2,0.11682748853026068
2760,2,0.3987074340312611
2819,1,0.7645946476953565
2842,1,0.22712896981079603
2870,1,0.654301567632827
2887,2,0.02463758983082002
2912,1,0.16046844359107584
2927,1,0.42431023901630704
2946,1,0.6648859835817789
2959,1,0.43566555157718856
3079,2,0.5859963017259643
3100,5,0.3645602671217079
3123,2,0.2234496812129001
3136,0,0.7983316995691573
3173,2,0.4023335590286598
3192,2,0.2576286329110198
3207,1,0.0686436161645261
3213,0,0.9549651710889083
3245,3,0.6274317115250363
3285,1,0.3625811335961172
3371,1,0.4594620063884931
3402,3,0.7863060932893972
3403,4,0.6268641428007231
3406,2,0.1070360790287603
3409,1,0.7706836784788966
3420,2,0.6497195782255113
3471,1,0.5700278762154102
3506,2,0.5064368663550447
3549,1,0.21808838653233475
3572,1,0.48228309986252604
3641,3,0.41918370121726856
3668,2,0.6558108267759264
3678,2,0.366150418123247
3683,1,0.48654671689362705
3687,1,0.35569890480706745
3721,1,0.5298693918225884
3742,2,0.689728376724512
3764,1,0.5218457208135316
3829,1,0.33671098712210923
3835,1,0.45234582850674504
3844,0,0.41925226976091823
3855,2,0.5252258265308241
4143,1,0.89534788839532
4155,1,0.5839876371792558
4223,1,0.5526075240572887
4244,2,0.382761257283997
4283,1,0.6449559577090848
4306,1,0.820212579455698
4315,2,0.9385691474731702
4320,1,0.9306912214893
4345,0,0.9596798911508286
4412,1,0.5924721117988052
4418,3,0.28167314913232155
4472,3,0.7051964712553069
4482,1,0.9948536816055976
4494,2,0.9672239899452807
4512,1,0.2668657395626726
4545,1,0.6573293939042133
4555,1,0.7481710176295753
4585,3,0.09618345446524902
4586,1,0.9145804445710323
4624,0,0.9805626990427079
4685,2,0.8436114738410047
4709,1,0.9735413790965067
4710,3,0.2787912785257223
4717,0,0.7811854603988023
4726,2,0.4674402847046796
4739,2,0.7308482471107995
4803,1,0.2848664197690712
4855,2,0.26244742273501515
4881,1,0.0892402822262792
4917,1,0.8104822497463758
4923,0,0.0851818268974182
4937,2,0.8266227270006499
4951,3,0.8524904058010369
4967,3,0.893276566755874
4992,2,0.9039049025840687
5019,3,0.0751707855843416
5020,1,0.353623537844745
5041,2,0.41283043503855865
5055,1,0.992677281308629
5173,2,0.9130256761807798
5180,2,0.3470547488716116
5184,1,0.9112520048252949
5195,2,0.4674847333784001
5262,1,0.7554627416084919
5328,3,0.3212094929995671
5355,2,0.9795999121918306
5381,1,0.14878615109345486
5385,1,0.3119747798753622
5467,0,0.5746664897402773
5473,2,0.4462015772920245
5577,1,0.32196241852671265
5664,2,0.34532332428322626
5705,1,0.507020287840397
5739,2,0.5901536646910257
5775,0,0.4013987114573515
5805,1,0.5432860398116272
5848,2,0.5264129526806893
5863,2,0.4928850845055745
5873,2,0.7538153233262177
5881,2,0.5233756276267195
5890,2,0.4632526828939821
5916,1,0.4994519515239726
5919,2,0.4793565538145195
5943,1,0.3702797216504295
5975,2,0.5063414280799012
5980,2,0.5159848011326719
6019,1,0.49569895573296485
6046,2,0.494391780171207
6160,1,0.49370887845432737
6259,1,0.47455063904469574
6277,1,0.5896221200984928
6279,2,0.3426936149803677
6283,1,0.11475960394386045
6284,1,0.9112197385584813
6293,0,0.3841414666136956
6321,1,0.5232461920801695
6323,1,0.9363908807190392
6324,2,0.8242307740884826
6376,2,0.7150678318813684
6445,1,0.4844324208769073
6458,1,0.05586354355529616
6470,2,0.9635608993432722
6473,1,0.15143765937188503
6480,1,0.4440092263518414
6500,4,0.4737000522266302
6504,1,0.7834924164445413
6514,2,0.3396790791623043
6602,2,0.8220153400260656
6637,2,0.8257837837777593
6687,2,0.372071311778248
6721,2,0.8609735801739736
6773,1,0.9382593941109376
6782,2,0.2327332123092314
6821,0,0.7277977133356048
6861,1,0.9714490622907087
6886,1,0.6306424824793473
6910,1,0.2282122661911576
6915,1,0.18091586827411116
6944,0,0.3142798541595254
6982,1,0.6649950742022844
6986,1,0.7931330929819661
7044,2,0.9019777107446016
7072,2,0.9236095458404546
7085,1,0.9627280746055276
7117,2,0.05166188013428344
7182,3,0.8192957673927321
7226,4,0.5354315443573038
7228,1,0.33423419536653215
7273,1,0.8365447248855815
7362,3,0.21411835850428043
7478,1,0.11672278779888688
7558,2,0.21758854541247902
7565,1,0.2793918530281639
7570,3,0.44206343054577496
7576,2,0.5002385696784717
7609,2,0.8512583352670373
7622,2,0.28306928926457253
7644,1,0.9370768717716785
7681,1,0.28711282421295325
7706,2,0.522306756609709
7725,4,0.4511378698960176
7726,3,0.6928234934344334
7791,1,0.9544309403686507
7931,2,0.5199060153863734
7989,2,0.49315044561964977
7990,2,0.45934715827017786
8004,2,0.4649052543259179
8012,1,0.4625084991901449
8027,0,0.23702789663134827
8043,1,0.7151206664248841
8045,2,0.512232528492084
8053,2,0.49614169954456117
8055,2,0.5834839932321992
8063,2,0.5199209018563595
8108,2,0.5321934692569518
8200,2,0.4397678390074035
8202,1,0.5435603485349237
8332,1,0.1440711038581693
8364,1,0.2603776426353313
8467,2,0.4089701154937562
8502,1,0.5080510306140292
8543,1,0.11801587637364624
8569,1,0.9915659128721481
8637,1,0.8660228180527786
8740,2,0.5558012324004971
8758,2,0.2021746794932878
8774,0,0.5540781017172329
8813,1,0.23812323347976685
8820,2,0.6040546038769333
8833,2,0.4549737834581196
8836,1,0.40826950512038757
8888,1,0.9926214339350033
8913,2,0.4513676379028003
8926,2,0.17853671760005102
8991,2,0.25224814262058265
9020,1,0.6566757374084565
9038,1,0.42056612293352563
9065,1,0.5609889237016109
9126,1,0.1833093239914599
9142,2,0.13391629788372333
9233,3,0.5387919111410472
9268,2,0.3628338104586601
9292,1,0.21277931709501832
9347,0,0.886286025834813
9388,2,0.36716240266545075
9435,2,0.2675046003721584
9458,1,0.2991676849078099
9484,1,0.15471245311212636
9522,1,0.6877017459101938
9539,2,0.47807157350912716
9561,1,0.18499250722158325
9582,1,0.4221854918250976
9605,0,0.6140312339713843
9612,0,0.047082866515586484
9651,3,0.4082473223059476
9811,2,0.35655981461722774
9820,1,0.41615726649525586
9823,2,0.4889293260384811
9940,0,0.3765480804581366
9968,0,0.2350378068909214
10140,2,0.4652259610548118
10148,2,0.5789043171891184
10154,1,0.5214529016364564
10191,1,0.375679592931783
10210,2,0.5968564257018932
10330,1,0.5706854123444769
10383,1,0.383341935815462
10437,2,0.5373928012545885
10439,0,0.12751754916905259
10496,2,0.7280805592878856
10513,3,0.9877706122285088
10560,1,0.23854689784452815
10584,2,0.8035217437523609
10586,4,0.4355547186918613
10614,1,0.09145761622709432
10617,1,0.08934460201163577
10628,3,0.4838089937117559
10641,1,0.6141558961834669
10656,0,0.1685299305804208
10685,2,0.05620290136578584
10730,2,0.403997420324284
10819,2,0.49036593285176
10851,1,0.5745649207448167
10871,2,0.26214489730385737
10885,0,0.10154148194182008
10895,4,0.22600709836379662
10916,2,0.9060800284383939
10953,2,0.5801311267078771
10959,1,0.13164815941343438
10992,2,0.21020951520494266
11053,1,0.1333829828358431
11059,1,0.6764762993851952
11106,2,0.36007853679631285
11128,1,0.5961855296740548
11129,3,0.47618497524103215
11179,1,0.545605415507827
11195,1,0.4767197598538106
11253,1,0.4565270665763711
11290,1,0.7771414544034105
11306,1,0.1210243629925745
11341,2,0.6559162146422918
11356,2,0.2796467578813311
11383,1,0.16710149039015837
11396,2,0.2631569936845893
11427,1,0.4466240133531334
11434,1,0.46773694365130797
11465,1,0.5828774234099607
11477,1,0.09890856802657746
11491,1,0.930825624727806
11543,1,0.966157111759999
11561,1,0.7207924413415321
11567,2,0.14578828020643156
11583,1,0.12107564628758499
11619,1,0.9697707850391434
11639,1,0.49687575788093924
11665,1,0.4834538611605467
11684,1,0.44075163125038946
11726,3,0.0818060589467062
11768,4,0.3063825792357523
11814,1,0.32314015627602527
11856,2,0.1541378807280255
11859,4,0.34228664912683937
11890,2,0.5998926128380973
11935,1,0.5339366524659547
11936,2,0.5488679396229514
11938,1,0.312967498216764
11941,1,0.35532081275218846
11945,2,0.3244962475044531
11964,2,0.605738910943545
11999,2,0.465712208192057
12013,1,0.8668921847505452
12029,2,0.8314429994620535
12044,1,0.3907800909855067
12064,2,0.5571844592413923
12169,1,0.3084751902663204
12181,2,0.4538332947797455
12185,2,0.47185776055711015
12201,1,0.6756979502740895
12355,1,0.4134034696405455
12369,2,0.49681596351060486
12397,2,0.4781115017826947
12404,2,0.46691560052430175
12436,2,0.4542903857103285
12441,1,0.5433114852644476
12546,2,0.5662289442330352
12578,1,0.40651952899737764
12594,2,0.8167267081595585
12618,2,0.5471780894144022
12627,0,0.8410207445059247
12660,2,0.6687933063100973
12725,2,0.8894155998386741
12741,3,0.5727544322830357
12782,0,0.004770727280437376
12823,2,0.31081477742727165
12866,1,0.0863596664942056
12891,1,0.8314340239428122
12909,2,0.40800493596298665
12956,1,0.767620249328623
12992,2,0.7426291785017431
13004,0,0.05060062916361968
